50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,2,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,27,24,24,24,26,1,2,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,27,24,24,24,24,24,24,24,26,2,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,27,24,24,24,24,24,24,24,24,24,24,26,2,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,27,24,24,24,24,24,24,24,24,24,24,24,24,26,2,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,0,27,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,26,2,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,0,27,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,0,27,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,3,48,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,46,4,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,3,48,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,46,4,24,24,24,24,24,24,24,24,24,24,24,24,24,3,48,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,46,47,47,4,24,24,24,24,24,24,24,3,47,47,48,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,46,47,47,47,47,47,47,47,48,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
